date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:01	4249/4249	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_69-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_69-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:01	4959/4959	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_68-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_68-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:01	4475/4475	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_67-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_67-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:01	5312/5312	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_63-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_63-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:01	7177/7177	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_65-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_65-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:02	6725/6725	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_62-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_62-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:02	8081/8081	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_57-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_57-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:02	7185/7185	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_54-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_54-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:02	6721/6721	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_53-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_53-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:03	8937/8937	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_37-x_large-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobsbaybackpackers_37-x_large-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:03	7002/7002	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2013:54:01%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobs-bay-logo-new-150x150.jpg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2021/12/jacobs-bay-logo-new-150x150.jpg	(from https://jacobsbayaccommodations.co.za/)
14:58:03	7178/7178	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Feb%202025%2012:59:04%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/elementor/css/post-1052.css?ver=1739451544	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/elementor/css/post-1052c9f3.css	(from https://jacobsbayaccommodations.co.za/)
14:58:03	6781/6781	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Nov%202024%2011:42:07%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.25.4	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/css/widget-form.min401f.css	(from https://jacobsbayaccommodations.co.za/)
14:58:04	15588/15588	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Feb%202025%2012:58:32%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?ver=4.6.13	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min4e7f.css	(from https://jacobsbayaccommodations.co.za/)
14:58:04	4776/4776	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2030%20Sep%202024%2008:41:32%20GMT	https://jacobsbayaccommodations.co.za/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-includes/js/dist/hooks.min4fdd.js	(from https://jacobsbayaccommodations.co.za/)
14:58:04	9141/9141	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2015%20Feb%202024%2020:23:16%20GMT	https://jacobsbayaccommodations.co.za/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-includes/js/dist/i18n.minc33c.js	(from https://jacobsbayaccommodations.co.za/)
14:58:04	12512/12512	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2012%20Feb%202025%2009:10:22%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0.3	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/contact-form-7/includes/swv/js/index1eb7.js	(from https://jacobsbayaccommodations.co.za/)
14:58:05	13452/13452	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2012%20Feb%202025%2009:10:22%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.0.3	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/contact-form-7/includes/js/index1eb7.js	(from https://jacobsbayaccommodations.co.za/)
14:58:05	24109/24109	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2026%20Nov%202024%2011:42:07%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min1576.js	(from https://jacobsbayaccommodations.co.za/)
14:58:05	143709/143709	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2013%20Feb%202025%2012:58:32%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://jacobsbayaccommodations.co.za/)
14:58:05	28116/28116	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2012%20Feb%202025%2009:16:28%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/header-footer-elementor/inc/js/frontend.js?ver=2.2.0	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/header-footer-elementor/inc/js/frontend3601.js	(from https://jacobsbayaccommodations.co.za/)
14:58:05	3587/3587	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/js/navigation.min.js?ver=1.0.3	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/js/navigation.min4bf4.js	(from https://jacobsbayaccommodations.co.za/)
14:58:06	395/395	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/js/skip-link-focus-fix.min.js?ver=20130115	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/js/skip-link-focus-fix.min08e0.js	(from https://jacobsbayaccommodations.co.za/)
14:58:06	554/554	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/js/script.min.js?ver=1.0.3	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/js/script.min4bf4.js	(from https://jacobsbayaccommodations.co.za/)
14:58:06	8349/8349	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2012%20Feb%202025%2009:16:58%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min.js?ver=5.2.1	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min7752.js	(from https://jacobsbayaccommodations.co.za/)
14:58:07	60509/60509	---M-Z	200	added ('OK')	text/javascript	etag:%22ec5d-6309f8c288ac7-gzip%22	https://cdn.trustindex.io/loader.js	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/cdn.trustindex.io/loader.js	(from https://jacobsbayaccommodations.co.za/)
14:58:07	50680/50680	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2013%20Feb%202025%2012:58:32%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js?ver=4.6.13	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min4e7f.js	(from https://jacobsbayaccommodations.co.za/)
14:58:07	6263/6263	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2026%20Nov%202024%2011:42:08%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.25.4	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min401f.js	(from https://jacobsbayaccommodations.co.za/)
14:58:07	5350/5350	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2013%20Feb%202025%2012:58:32%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.27.4	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/js/webpack.runtime.min3830.js	(from https://jacobsbayaccommodations.co.za/)
14:58:07	59749/59749	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2013%20Feb%202025%2012:58:31%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.27.4	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/js/frontend-modules.min3830.js	(from https://jacobsbayaccommodations.co.za/)
14:58:08	24914/24914	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2026%20Nov%202024%2011:42:08%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.25.4	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/js/frontend.min401f.js	(from https://jacobsbayaccommodations.co.za/)
14:58:08	21464/21464	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2027%20Jun%202024%2016:25:22%20GMT	https://jacobsbayaccommodations.co.za/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-includes/js/jquery/ui/core.minb37e.js	(from https://jacobsbayaccommodations.co.za/)
14:58:08	44252/44252	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2013%20Feb%202025%2012:58:31%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.27.4	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/js/frontend.min3830.js	(from https://jacobsbayaccommodations.co.za/)
14:58:08	42908/42908	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2026%20Nov%202024%2011:42:08%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.25.4	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min401f.js	(from https://jacobsbayaccommodations.co.za/)
14:58:09	221440/221440	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2013%20Feb%202025%2012:58:32%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.35.0	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.eot	(from https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
14:58:09	98056/98056	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Feb%202025%2012:58:32%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.35.0	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.woff2	(from https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
14:58:09	120532/120532	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Feb%202025%2012:58:32%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.35.0	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.woff	(from https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
14:58:10	221280/221280	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2013%20Feb%202025%2012:58:32%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.35.0	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.ttf	(from https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
14:58:10	334890/334890	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Feb%202025%2012:58:32%20GMT	https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.35.0	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.svg	(from https://jacobsbayaccommodations.co.za/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
14:58:11	773260/773260	---M--	200	added ('OK')	image/avif	date:Mon,%2009%20Dec%202024%2010:50:59%20GMT	https://jacobsbayaccommodations.co.za/wp-content/uploads/2024/12/AAEAAQAAAAAAAAAAAAAA501b74724e8f861becf57e0ad4a06e4156dd71c5324aca75e9162f4cd32a2f6f752bf56fbdf20db8392083013e52c8c5bf53.avif	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/uploads/2024/12/AAEAAQAAAAAAAAAAAAAA501b74724e8f861becf57e0ad4a06e4156dd71c5324aca75e9162f4cd32a2f6f752bf56fbdf20db8392083013e52c8c5bf53.avif	(from https://jacobsbayaccommodations.co.za/wp-content/uploads/elementor/css/post-47.css?ver=1739451629)
14:58:11	129352/129352	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.eot	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:11	129352/129352	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:11	74508/74508	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.woff2	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:11	87352/87352	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.woff	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:11	129048/129048	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.ttf	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:12	689922/689922	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-brands-400.svg	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:12	34388/34388	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.eot	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:12	34388/34388	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:12	13580/13580	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.woff2	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:13	16804/16804	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.woff	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:13	34092/34092	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.ttf	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:13	144451/144451	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-regular-400.svg	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:13	192116/192116	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900.eot	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:13	192116/192116	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:14	75440/75440	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900.woff2	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:14	98020/98020	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900.woff	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
14:58:14	191832/191832	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2025%20Nov%202024%2013:54:00%20GMT	https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Jacobsbay%20Accomodation/jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/webfonts/fa-solid-900.ttf	(from https://jacobsbayaccommodations.co.za/wp-content/themes/best-hotel/third-party/font-awesome/css/all.min.css?ver=5.9.0)
